年齢,性別,身長,体重,今の時間帯,空いた時間,食べたカロリー,これから食べるカロリー,食べれたか
22,女性,164.2,59.5,2023-08-22 02:23:00,4.2,514.3,745.3,0
74,女性,163.4,59.6,2023-08-22 09:31:00,15.3,348.4,725.2,1
18,男性,174.6,67.7,2023-08-22 08:37:00,7.5,340.7,616.6,1
65,女性,156.8,54.2,2023-08-22 17:45:00,3.7,317.8,689.4,0
20,女性,162.5,58.3,2023-08-22 02:59:00,19.8,455.2,662.3,1
26,女性,159.1,56.1,2023-08-22 11:40:00,22.8,725.1,603.4,1
35,女性,163.7,59.0,2023-08-22 23:40:00,12.6,525.7,358.4,1
63,男性,171.1,64.8,2023-08-22 03:36:00,8.9,433.7,783.4,1
43,女性,157.7,55.5,2023-08-22 12:20:00,14.7,772.6,352.0,1
69,男性,173.8,67.1,2023-08-22 17:52:00,19.3,320.0,709.4,1
69,男性,165.9,60.8,2023-08-22 17:35:00,1.3,463.0,653.2,0
43,女性,163.0,59.1,2023-08-22 11:26:00,5.9,653.9,435.2,1
20,男性,168.6,62.8,2023-08-22 03:43:00,12.8,575.3,557.0,1
77,男性,173.2,66.0,2023-08-22 17:32:00,15.6,714.5,515.6,1
63,男性,166.8,61.7,2023-08-22 12:06:00,20.1,384.3,716.1,1
56,女性,155.3,53.3,2023-08-22 21:13:00,13.2,635.6,464.3,1
48,男性,172.7,66.3,2023-08-22 21:48:00,17.3,411.4,445.3,1
76,男性,172.5,66.1,2023-08-22 19:43:00,16.2,542.0,617.9,1
60,女性,157.0,55.0,2023-08-22 14:18:00,22.6,612.6,499.9,1
62,男性,168.2,62.3,2023-08-22 10:05:00,4.4,365.2,386.2,1
32,男性,166.1,60.8,2023-08-22 21:03:00,11.0,660.2,322.5,1
49,男性,172.5,66.1,2023-08-22 14:55:00,2.8,794.7,633.8,0
54,男性,169.5,63.4,2023-08-22 15:06:00,7.5,577.8,771.8,1
68,男性,167.4,61.9,2023-08-22 09:01:00,16.5,478.8,792.5,1
31,女性,157.0,54.3,2023-08-22 16:04:00,3.3,636.5,391.5,0
31,女性,160.1,56.6,2023-08-22 04:33:00,14.4,571.7,717.5,1
75,女性,155.1,53.4,2023-08-22 09:40:00,22.0,310.5,403.8,1
33,男性,173.7,66.6,2023-08-22 10:37:00,14.9,695.9,699.6,1
26,男性,166.6,61.9,2023-08-22 08:07:00,7.4,552.9,430.1,1
58,男性,172.5,65.5,2023-08-22 08:06:00,22.0,672.9,684.2,1
34,女性,158.6,55.7,2023-08-22 20:07:00,12.1,413.6,375.9,1
57,女性,158.1,55.5,2023-08-22 21:57:00,15.6,456.5,787.5,1
42,男性,166.8,61.5,2023-08-22 05:34:00,9.1,325.6,400.3,1
56,女性,159.3,56.2,2023-08-22 21:11:00,4.2,311.1,798.6,0
42,女性,158.5,56.1,2023-08-22 06:51:00,5.0,579.3,788.5,0
56,男性,169.7,64.0,2023-08-22 18:22:00,18.5,457.7,760.2,1
66,男性,174.7,68.1,2023-08-22 16:19:00,12.1,511.9,711.5,1
46,女性,158.4,56.0,2023-08-22 09:49:00,14.8,593.7,753.2,1
39,男性,170.9,64.5,2023-08-22 15:07:00,4.5,383.7,577.0,1
79,男性,165.2,61.0,2023-08-22 11:01:00,11.5,625.9,654.6,1
75,男性,171.7,65.1,2023-08-22 10:32:00,10.7,483.1,451.1,1
34,男性,171.2,64.9,2023-08-22 05:24:00,11.8,751.5,564.1,1
40,女性,155.1,53.1,2023-08-22 21:10:00,13.0,328.8,474.8,1
43,男性,169.9,64.5,2023-08-22 15:17:00,13.2,403.3,744.8,1
59,女性,160.4,57.3,2023-08-22 16:19:00,22.1,654.0,361.9,1
60,男性,169.5,63.5,2023-08-22 15:16:00,17.9,721.1,323.8,1
70,男性,170.1,64.3,2023-08-22 15:01:00,10.5,537.6,623.6,1
38,男性,172.2,66.1,2023-08-22 04:37:00,18.1,476.7,780.1,1
69,女性,159.9,56.5,2023-08-22 06:30:00,3.0,437.0,583.5,0
44,女性,157.8,55.1,2023-08-22 19:51:00,8.9,644.1,753.2,1
41,男性,169.4,63.9,2023-08-22 14:25:00,9.6,472.4,310.3,1
19,女性,156.9,54.7,2023-08-22 15:51:00,11.6,492.4,727.4,1
54,男性,172.8,66.6,2023-08-22 23:27:00,2.3,560.8,340.4,1
30,男性,166.1,61.5,2023-08-22 16:01:00,21.2,620.8,300.5,1
25,女性,161.5,58.2,2023-08-22 15:39:00,9.1,515.6,695.1,1
21,男性,165.2,60.5,2023-08-22 14:38:00,17.5,662.0,762.0,1
71,男性,169.7,63.7,2023-08-22 18:53:00,8.9,596.2,690.4,1
29,女性,163.8,59.7,2023-08-22 12:38:00,7.6,388.2,399.1,1
20,女性,158.5,55.4,2023-08-22 01:03:00,19.9,647.6,470.9,1
38,女性,161.9,57.7,2023-08-22 18:19:00,6.6,669.5,522.5,1
28,男性,166.8,61.4,2023-08-22 22:54:00,4.5,465.2,741.8,0
69,女性,156.4,54.0,2023-08-22 04:18:00,6.4,708.6,385.9,1
34,男性,173.2,66.6,2023-08-22 18:44:00,19.4,430.9,750.4,1
53,女性,163.1,59.5,2023-08-22 01:12:00,13.8,404.3,574.2,1
43,男性,168.7,63.2,2023-08-22 03:11:00,16.1,389.6,692.2,1
38,女性,155.6,54.2,2023-08-22 10:10:00,17.0,637.5,426.5,1
66,男性,171.5,65.4,2023-08-22 01:32:00,12.6,453.3,443.9,1
40,男性,172.5,66.3,2023-08-22 01:22:00,14.9,796.3,573.5,1
41,男性,173.9,67.3,2023-08-22 23:49:00,21.8,308.5,578.3,1
75,女性,158.1,55.2,2023-08-22 19:16:00,18.5,464.2,613.4,1
56,男性,174.3,67.5,2023-08-22 07:35:00,15.0,591.8,718.5,1
71,男性,170.9,64.6,2023-08-22 18:53:00,6.5,409.8,638.4,1
40,男性,166.4,61.0,2023-08-22 07:15:00,15.8,541.9,433.7,1
55,女性,160.5,56.8,2023-08-22 15:18:00,5.2,789.0,638.6,0
22,女性,155.6,53.6,2023-08-22 15:12:00,13.4,463.2,738.4,1
47,女性,161.2,58.1,2023-08-22 02:26:00,19.9,732.6,520.1,1
68,女性,164.6,60.5,2023-08-22 04:10:00,2.0,471.7,454.2,0
58,女性,160.3,56.9,2023-08-22 02:06:00,13.0,660.2,799.9,1
54,女性,157.7,55.6,2023-08-22 16:12:00,1.1,733.9,634.3,0
62,男性,169.6,64.1,2023-08-22 09:45:00,3.0,576.0,686.5,0
55,女性,159.1,56.1,2023-08-22 06:29:00,18.5,561.7,637.8,1
46,女性,161.5,58.0,2023-08-22 10:25:00,6.0,487.6,534.0,1
22,男性,165.3,60.3,2023-08-22 16:33:00,19.2,764.7,551.0,1
62,男性,171.0,65.2,2023-08-22 13:54:00,9.4,569.6,400.6,1
50,女性,162.9,59.4,2023-08-22 16:10:00,6.0,597.7,310.9,1
60,男性,174.3,67.0,2023-08-22 06:01:00,11.0,747.5,353.3,1
20,男性,171.6,65.5,2023-08-22 17:15:00,7.3,703.4,440.1,1
78,男性,170.7,65.0,2023-08-22 05:41:00,6.6,496.7,343.8,1
60,男性,172.1,65.3,2023-08-22 12:28:00,21.9,330.8,672.7,1
42,男性,170.2,64.0,2023-08-22 12:27:00,22.1,467.2,552.5,1
58,女性,157.7,54.8,2023-08-22 10:06:00,2.0,445.7,379.3,0
18,男性,167.3,61.9,2023-08-22 12:32:00,2.0,542.0,798.7,0
30,男性,170.4,64.4,2023-08-22 22:18:00,1.6,635.9,605.3,0
43,男性,167.7,62.6,2023-08-22 15:36:00,22.8,380.6,548.6,1
23,女性,161.2,57.3,2023-08-22 17:25:00,8.0,354.0,530.6,1
64,女性,163.5,59.1,2023-08-22 07:43:00,12.4,415.5,792.7,1
23,女性,156.6,54.3,2023-08-22 16:08:00,7.5,728.4,319.9,1
19,男性,166.0,61.0,2023-08-22 21:43:00,14.6,754.1,693.6,1
62,女性,161.2,57.2,2023-08-22 18:44:00,12.9,746.2,741.9,1
38,男性,168.8,63.0,2023-08-22 17:30:00,11.9,625.1,462.8,1
37,男性,167.0,61.7,2023-08-22 14:51:00,17.6,746.8,555.1,1
44,男性,172.7,65.9,2023-08-22 01:26:00,15.7,303.4,301.3,1
48,女性,162.7,58.7,2023-08-22 08:23:00,10.9,464.3,798.2,1
58,女性,158.6,56.1,2023-08-22 15:32:00,2.3,560.0,725.4,0
27,男性,169.3,63.6,2023-08-22 08:16:00,11.8,585.9,562.6,1
24,女性,155.1,53.2,2023-08-22 10:17:00,8.8,501.0,360.7,1
77,男性,165.8,60.9,2023-08-22 21:19:00,3.3,717.9,606.3,0
74,女性,160.2,57.2,2023-08-22 02:33:00,3.3,787.1,405.1,0
70,男性,174.5,67.3,2023-08-22 09:59:00,10.1,415.3,341.9,1
20,男性,173.2,66.3,2023-08-22 13:01:00,2.2,717.7,366.1,0
79,男性,166.3,61.3,2023-08-22 21:02:00,9.4,427.7,639.3,1
31,女性,164.1,59.5,2023-08-22 09:39:00,6.3,380.4,621.0,1
73,女性,156.3,54.2,2023-08-22 20:45:00,3.2,665.1,572.4,0
63,男性,169.4,63.3,2023-08-22 19:12:00,9.4,792.5,378.0,1
49,女性,157.1,55.3,2023-08-22 03:46:00,12.0,457.9,677.7,1
50,女性,156.8,54.8,2023-08-22 19:43:00,11.8,613.9,688.7,1
37,男性,165.3,60.8,2023-08-22 05:31:00,16.8,765.6,465.4,1
66,男性,171.3,65.3,2023-08-22 03:31:00,7.1,357.6,419.7,1
61,女性,161.4,57.6,2023-08-22 09:09:00,10.6,304.9,560.5,1
45,男性,173.6,66.9,2023-08-22 08:21:00,8.6,766.0,430.5,1
40,女性,157.4,54.7,2023-08-22 13:44:00,17.9,529.9,769.9,1
55,男性,171.2,64.7,2023-08-22 11:03:00,13.7,799.2,716.3,1
69,女性,162.0,58.2,2023-08-22 22:05:00,16.2,652.2,503.9,1
24,男性,166.1,61.4,2023-08-22 05:25:00,14.7,724.9,742.8,1
44,女性,158.1,55.5,2023-08-22 22:23:00,18.1,772.5,521.1,1
54,女性,157.8,54.8,2023-08-22 09:18:00,7.7,445.4,628.1,1
74,女性,155.3,53.2,2023-08-22 09:37:00,5.5,771.6,344.0,0
67,男性,172.3,66.2,2023-08-22 20:33:00,5.2,636.0,489.4,1
76,女性,156.0,53.7,2023-08-22 07:24:00,19.9,728.3,336.2,1
56,女性,159.8,56.3,2023-08-22 02:55:00,3.6,753.2,668.1,0
34,男性,174.0,67.4,2023-08-22 10:29:00,15.3,563.0,497.1,1
66,女性,164.8,60.5,2023-08-22 10:19:00,6.7,662.9,412.5,1
76,男性,167.5,62.6,2023-08-22 06:04:00,12.6,494.2,630.0,1
56,女性,163.1,59.5,2023-08-22 06:30:00,19.0,618.6,374.1,1
42,女性,157.7,55.2,2023-08-22 23:05:00,22.1,340.9,679.7,1
31,男性,166.7,61.8,2023-08-22 06:41:00,3.9,384.4,751.2,0
59,男性,168.6,62.7,2023-08-22 07:41:00,5.5,536.9,421.2,1
60,男性,172.1,65.3,2023-08-22 06:46:00,19.8,657.1,314.5,1
63,男性,172.9,66.4,2023-08-22 10:43:00,13.4,500.2,449.4,1
21,男性,173.4,67.1,2023-08-22 11:50:00,20.8,449.5,724.2,1
21,女性,157.4,54.8,2023-08-22 04:59:00,4.8,651.7,419.0,1
73,男性,174.2,66.9,2023-08-22 10:32:00,10.4,485.3,781.8,1
39,女性,159.1,56.3,2023-08-22 03:55:00,21.7,541.4,424.0,1
56,男性,173.9,66.8,2023-08-22 19:51:00,7.8,490.4,604.6,1
66,女性,158.1,55.3,2023-08-22 09:29:00,22.5,728.2,324.3,1
32,男性,172.4,66.2,2023-08-22 09:18:00,1.4,739.1,469.7,0
21,男性,169.9,64.4,2023-08-22 21:36:00,1.0,455.1,454.5,0
76,男性,171.9,65.3,2023-08-22 22:31:00,8.3,612.2,737.1,1
44,女性,164.8,60.5,2023-08-22 06:37:00,18.6,746.3,718.3,1
61,男性,174.4,67.4,2023-08-22 11:19:00,20.6,662.7,413.2,1
69,男性,166.1,61.2,2023-08-22 02:47:00,7.1,405.9,635.1,1
31,女性,156.7,54.8,2023-08-22 06:51:00,11.2,568.8,712.7,1
49,男性,168.1,62.8,2023-08-22 16:15:00,18.2,592.8,719.8,1
29,女性,157.5,54.9,2023-08-22 16:45:00,9.2,612.3,488.0,1
40,女性,158.6,55.7,2023-08-22 08:10:00,22.7,389.0,396.8,1
57,女性,158.2,55.5,2023-08-22 12:07:00,18.6,319.5,626.4,1
26,女性,158.5,56.1,2023-08-22 08:55:00,6.7,540.0,380.0,1
75,女性,164.0,59.9,2023-08-22 01:07:00,6.5,449.1,442.5,1
24,男性,168.3,63.0,2023-08-22 16:44:00,12.3,548.2,610.8,1
57,男性,172.7,65.9,2023-08-22 21:57:00,20.1,459.7,577.2,1
59,男性,173.2,67.0,2023-08-22 23:49:00,17.1,448.2,463.8,1
62,男性,171.5,64.8,2023-08-22 02:11:00,5.8,519.9,664.8,1
51,男性,166.4,61.9,2023-08-22 22:45:00,7.9,331.8,391.6,1
22,女性,157.3,54.6,2023-08-22 10:01:00,10.8,454.0,578.7,1
50,女性,161.6,57.7,2023-08-22 12:18:00,11.5,637.3,620.0,1
75,女性,159.6,56.2,2023-08-22 04:58:00,6.2,770.1,727.1,0
21,男性,169.5,63.6,2023-08-22 08:02:00,6.4,483.1,462.1,1
19,男性,166.3,61.8,2023-08-22 04:03:00,10.0,612.7,408.4,1
62,女性,162.7,58.3,2023-08-22 04:32:00,6.5,694.3,752.1,0
45,女性,156.2,54.3,2023-08-22 01:39:00,5.2,342.0,734.6,1
61,男性,173.4,67.0,2023-08-22 09:37:00,6.3,531.1,405.9,1
78,女性,156.7,54.3,2023-08-22 18:06:00,1.9,458.1,557.3,0
25,男性,166.1,61.2,2023-08-22 23:14:00,19.7,611.1,529.5,1
19,女性,157.6,55.3,2023-08-22 18:41:00,7.5,764.2,561.4,1
39,男性,174.9,67.8,2023-08-22 13:36:00,18.8,368.9,433.0,1
67,男性,168.2,62.6,2023-08-22 17:25:00,18.5,366.1,336.2,1
49,女性,155.4,53.2,2023-08-22 08:10:00,18.1,302.2,595.8,1
57,男性,166.9,62.2,2023-08-22 07:49:00,16.0,798.8,330.8,1
53,女性,164.1,60.1,2023-08-22 03:53:00,3.2,458.4,577.6,0
75,男性,174.6,67.2,2023-08-22 15:09:00,22.9,603.6,493.1,1
61,男性,166.6,62.0,2023-08-22 09:50:00,5.0,582.3,533.3,1
64,女性,155.4,54.0,2023-08-22 07:28:00,13.2,479.8,384.8,1
24,女性,163.1,59.4,2023-08-22 17:44:00,10.3,663.5,410.0,1
40,男性,170.2,63.8,2023-08-22 20:39:00,6.8,634.4,386.7,1
44,女性,158.5,55.5,2023-08-22 05:02:00,20.2,359.6,646.2,1
26,男性,166.3,61.6,2023-08-22 19:07:00,11.2,773.8,319.7,1
77,男性,169.8,63.7,2023-08-22 13:19:00,12.0,543.8,659.4,1
77,女性,160.3,57.1,2023-08-22 12:10:00,8.9,625.3,675.7,1
37,男性,167.3,62.5,2023-08-22 19:10:00,22.3,733.4,572.1,1
59,女性,163.6,59.6,2023-08-22 12:13:00,10.5,450.9,652.1,1
75,女性,163.6,59.8,2023-08-22 18:53:00,2.9,535.9,671.2,0
48,男性,168.6,63.0,2023-08-22 15:10:00,6.4,523.3,706.5,1
73,男性,173.7,67.3,2023-08-22 06:36:00,1.6,782.6,387.4,0
63,女性,159.3,55.9,2023-08-22 05:10:00,22.7,795.8,411.4,1
36,男性,166.8,61.3,2023-08-22 07:18:00,13.7,581.5,382.3,1
56,女性,164.0,59.6,2023-08-22 20:28:00,13.0,650.2,597.7,1
42,男性,166.0,60.6,2023-08-22 02:34:00,4.8,719.1,622.3,0
39,男性,166.9,62.2,2023-08-22 04:21:00,9.2,744.3,300.8,1
60,女性,160.9,57.4,2023-08-22 21:51:00,6.2,545.5,465.0,1
45,女性,159.6,56.2,2023-08-22 07:27:00,20.2,483.0,585.4,1
25,女性,156.9,54.5,2023-08-22 04:20:00,17.2,523.1,535.3,1
73,男性,167.6,62.5,2023-08-22 11:52:00,21.3,603.6,448.5,1
23,女性,155.6,53.6,2023-08-22 15:44:00,3.2,532.4,423.3,1
35,女性,160.3,57.5,2023-08-22 12:02:00,14.4,707.0,415.7,1
36,女性,160.5,57.6,2023-08-22 10:26:00,18.2,556.5,643.3,1
65,女性,161.3,57.3,2023-08-22 01:38:00,18.4,621.2,485.0,1
40,女性,158.3,55.6,2023-08-22 23:58:00,8.7,373.5,709.0,1
50,男性,166.7,62.0,2023-08-22 21:26:00,20.4,526.3,441.3,1
56,男性,165.8,60.8,2023-08-22 07:07:00,4.4,500.9,525.8,1
65,女性,160.0,57.2,2023-08-22 04:05:00,11.4,591.6,351.7,1
30,女性,157.0,54.5,2023-08-22 10:55:00,22.2,430.7,664.6,1
32,男性,166.6,61.6,2023-08-22 06:08:00,2.5,567.9,747.6,0
38,女性,155.0,52.9,2023-08-22 18:33:00,6.8,777.9,774.6,0
47,女性,163.7,59.9,2023-08-22 12:25:00,2.2,581.1,517.6,0
37,女性,156.0,54.3,2023-08-22 04:56:00,9.5,690.0,383.1,1
43,男性,165.8,60.6,2023-08-22 09:16:00,3.1,788.6,574.1,0
79,女性,159.4,56.3,2023-08-22 16:29:00,16.6,744.9,587.6,1
24,男性,170.8,64.9,2023-08-22 01:14:00,9.4,480.0,515.3,1
59,男性,170.5,64.8,2023-08-22 08:19:00,4.0,360.2,558.0,1
77,女性,164.7,59.8,2023-08-22 14:46:00,4.0,396.3,724.8,0
73,男性,169.3,64.0,2023-08-22 05:34:00,9.5,769.5,777.8,1
59,女性,155.4,53.7,2023-08-22 13:18:00,9.7,679.7,430.0,1
46,女性,157.9,55.7,2023-08-22 23:53:00,17.6,720.3,711.6,1
63,男性,171.7,65.5,2023-08-22 23:37:00,7.1,748.1,700.8,0
72,男性,166.9,61.5,2023-08-22 06:56:00,9.9,630.7,339.0,1
59,女性,162.5,58.9,2023-08-22 03:36:00,2.9,580.8,514.6,0
52,男性,170.7,65.0,2023-08-22 20:20:00,7.9,615.5,565.0,1
52,女性,160.9,57.9,2023-08-22 04:01:00,19.1,626.9,392.1,1
48,男性,166.8,62.1,2023-08-22 09:27:00,17.1,383.0,776.5,1
56,男性,166.4,61.2,2023-08-22 10:11:00,5.9,719.6,479.8,1
43,男性,174.5,67.3,2023-08-22 02:27:00,11.4,391.8,798.7,1
41,男性,171.4,65.0,2023-08-22 09:33:00,19.6,519.9,496.5,1
62,女性,158.3,56.0,2023-08-22 18:53:00,2.0,703.5,775.9,0
79,女性,156.3,54.4,2023-08-22 14:17:00,13.0,671.3,458.3,1
23,女性,160.7,57.0,2023-08-22 10:42:00,18.5,445.0,741.3,1
19,女性,163.7,59.4,2023-08-22 02:30:00,9.9,400.4,736.2,1
48,女性,160.4,56.8,2023-08-22 13:24:00,1.6,436.7,671.8,0
62,女性,161.5,58.1,2023-08-22 05:12:00,7.1,439.4,676.9,1
60,男性,167.2,62.1,2023-08-22 03:25:00,5.9,775.3,348.2,1
33,男性,173.8,66.8,2023-08-22 08:35:00,16.8,529.1,360.6,1
72,女性,159.9,56.6,2023-08-22 13:11:00,20.7,514.7,698.9,1
39,男性,172.2,65.6,2023-08-22 20:27:00,15.7,301.4,620.7,1
62,女性,155.1,53.1,2023-08-22 09:31:00,10.5,406.4,522.0,1
40,女性,161.0,57.4,2023-08-22 23:15:00,22.0,388.1,355.8,1
40,女性,162.6,58.3,2023-08-22 01:36:00,1.5,364.1,799.0,0
40,男性,170.5,64.9,2023-08-22 05:11:00,18.3,546.6,417.6,1
31,男性,169.3,63.2,2023-08-22 05:17:00,12.6,346.6,435.1,1
36,男性,173.0,66.6,2023-08-22 21:56:00,21.4,678.4,650.1,1
27,男性,172.9,65.8,2023-08-22 05:37:00,14.1,500.6,326.4,1
24,男性,167.9,62.6,2023-08-22 18:07:00,21.7,774.0,785.6,1
78,女性,157.2,54.5,2023-08-22 09:06:00,19.8,658.9,406.2,1
80,男性,165.1,60.8,2023-08-22 23:30:00,14.2,432.1,480.5,1
44,女性,163.1,58.8,2023-08-22 04:06:00,9.8,630.1,311.3,1
47,女性,155.6,53.6,2023-08-22 15:16:00,3.1,553.0,732.2,0
58,男性,170.3,64.1,2023-08-22 06:31:00,9.5,730.8,536.1,1
62,男性,173.7,67.1,2023-08-22 23:21:00,12.3,443.8,724.7,1
43,男性,171.3,65.1,2023-08-22 13:17:00,10.3,499.8,598.6,1
53,女性,162.7,58.6,2023-08-22 12:58:00,18.1,485.8,631.6,1
69,女性,156.0,54.1,2023-08-22 04:42:00,4.7,702.8,376.1,0
20,女性,161.7,57.9,2023-08-22 18:58:00,22.1,725.8,720.5,1
34,女性,164.1,59.7,2023-08-22 09:42:00,5.0,471.7,581.3,1
19,男性,169.1,63.0,2023-08-22 18:51:00,5.4,787.5,545.3,0
66,女性,161.6,58.4,2023-08-22 07:11:00,5.4,706.4,693.2,0
37,女性,157.3,54.7,2023-08-22 10:22:00,15.4,659.0,495.2,1
18,女性,163.7,59.8,2023-08-22 05:36:00,4.0,377.7,398.7,1
64,女性,160.1,56.8,2023-08-22 05:13:00,21.3,381.3,607.5,1
42,女性,160.0,57.0,2023-08-22 16:05:00,2.7,482.0,628.9,0
49,女性,161.1,57.6,2023-08-22 13:52:00,11.4,721.2,737.0,1
78,女性,158.4,55.9,2023-08-22 05:37:00,9.4,638.3,689.3,1
28,女性,162.7,59.0,2023-08-22 21:57:00,22.6,487.2,363.8,1
47,女性,157.7,54.7,2023-08-22 11:47:00,10.9,419.7,663.2,1
19,女性,164.1,60.1,2023-08-22 20:57:00,15.6,370.5,368.3,1
54,男性,174.8,67.2,2023-08-22 21:37:00,15.3,341.9,458.2,1
43,男性,173.2,66.7,2023-08-22 15:57:00,21.0,370.3,721.9,1
35,女性,161.1,57.6,2023-08-22 13:12:00,1.7,464.5,644.7,0
48,女性,157.1,54.6,2023-08-22 06:03:00,2.0,629.9,422.9,0
63,女性,164.7,60.1,2023-08-22 13:05:00,1.6,785.4,579.9,0
44,女性,155.3,53.2,2023-08-22 06:48:00,12.5,349.9,618.1,1
61,男性,174.9,68.0,2023-08-22 10:01:00,10.0,683.5,504.3,1
57,男性,172.8,66.3,2023-08-22 16:02:00,11.9,691.3,791.0,1
28,男性,170.5,64.3,2023-08-22 11:04:00,5.6,394.4,622.7,1
22,男性,172.4,65.6,2023-08-22 02:32:00,18.6,720.6,544.2,1
35,女性,155.8,54.3,2023-08-22 07:15:00,1.5,615.3,719.5,0
55,男性,172.6,66.3,2023-08-22 14:53:00,16.2,432.3,793.2,1
77,女性,164.2,59.7,2023-08-22 20:03:00,16.3,673.7,773.1,1
35,男性,171.9,66.0,2023-08-22 18:04:00,11.7,452.4,721.8,1
54,男性,168.9,63.0,2023-08-22 02:48:00,2.2,612.4,723.0,0
30,女性,159.9,56.3,2023-08-22 21:11:00,3.1,506.8,678.5,0
47,男性,171.7,65.3,2023-08-22 18:12:00,16.6,745.8,368.2,1
60,男性,167.4,62.3,2023-08-22 12:55:00,2.4,523.3,721.0,0
24,男性,173.4,66.5,2023-08-22 23:38:00,18.7,709.5,408.0,1
70,男性,165.8,61.1,2023-08-22 12:52:00,17.6,355.6,431.1,1
63,男性,166.9,61.8,2023-08-22 08:21:00,5.9,792.1,762.8,0
52,男性,170.3,64.6,2023-08-22 10:57:00,9.0,513.6,432.9,1
79,女性,158.6,55.6,2023-08-22 13:06:00,22.8,507.2,450.7,1
65,女性,158.6,56.1,2023-08-22 05:47:00,8.7,333.5,444.4,1
78,女性,163.7,59.9,2023-08-22 03:47:00,4.8,645.6,599.8,0
63,男性,172.0,65.7,2023-08-22 06:25:00,7.6,574.3,697.1,1
58,女性,157.3,54.7,2023-08-22 11:28:00,21.4,346.6,628.7,1
36,男性,166.7,61.4,2023-08-22 05:23:00,15.8,474.2,670.9,1
21,女性,164.9,60.5,2023-08-22 01:21:00,19.0,602.7,654.8,1
27,女性,164.2,59.7,2023-08-22 22:37:00,20.2,597.6,677.7,1
80,男性,169.7,63.7,2023-08-22 03:02:00,19.0,655.7,632.3,1
41,女性,164.1,59.9,2023-08-22 21:55:00,12.3,682.3,304.8,1
46,男性,165.5,61.1,2023-08-22 06:08:00,1.2,677.9,769.6,0
75,女性,163.1,59.0,2023-08-22 15:03:00,10.5,602.8,354.9,1
37,男性,168.3,62.9,2023-08-22 08:55:00,9.0,707.3,615.6,1
47,女性,163.1,58.9,2023-08-22 03:23:00,14.7,451.7,503.9,1
72,女性,161.3,57.9,2023-08-22 11:04:00,10.9,694.6,397.2,1
46,女性,160.2,56.7,2023-08-22 03:02:00,6.7,338.2,444.4,1
77,女性,161.8,58.2,2023-08-22 22:01:00,14.2,542.3,468.9,1
35,女性,159.9,56.7,2023-08-22 13:48:00,10.0,572.8,792.7,1
49,男性,169.0,63.1,2023-08-22 16:55:00,15.9,771.6,769.0,1
56,女性,164.8,60.3,2023-08-22 02:46:00,12.7,491.9,718.0,1
62,女性,158.1,55.4,2023-08-22 20:15:00,15.9,474.2,678.8,1
40,男性,167.4,61.8,2023-08-22 18:52:00,13.3,422.9,423.1,1
70,男性,165.0,60.1,2023-08-22 08:48:00,4.6,516.3,482.5,1
63,男性,170.4,64.1,2023-08-22 22:25:00,21.0,625.2,593.9,1
31,女性,161.8,58.0,2023-08-22 04:51:00,5.9,693.4,362.8,1
41,女性,159.3,56.8,2023-08-22 12:09:00,15.8,584.0,762.3,1
69,女性,162.8,58.8,2023-08-22 17:10:00,13.2,681.5,535.4,1
19,男性,174.8,67.6,2023-08-22 13:51:00,22.3,765.9,354.1,1
22,女性,164.1,59.6,2023-08-22 08:58:00,16.8,342.2,655.3,1
20,男性,167.2,61.7,2023-08-22 04:52:00,10.4,438.3,319.8,1
23,女性,155.5,54.0,2023-08-22 23:29:00,2.1,754.3,614.3,0
28,男性,172.0,66.1,2023-08-22 12:47:00,8.6,545.9,577.5,1
22,男性,173.5,66.6,2023-08-22 06:40:00,15.6,452.1,576.7,1
40,男性,165.4,60.2,2023-08-22 04:27:00,5.8,554.9,668.6,1
66,男性,172.1,65.9,2023-08-22 17:04:00,2.4,648.7,551.2,0
75,男性,166.7,61.9,2023-08-22 11:45:00,1.7,654.7,331.1,0
24,女性,155.5,53.8,2023-08-22 21:19:00,5.6,783.0,747.9,0
44,男性,167.6,62.4,2023-08-22 14:42:00,18.6,518.9,619.0,1
68,女性,162.9,59.3,2023-08-22 11:38:00,11.8,629.3,792.5,1
78,女性,163.0,58.5,2023-08-22 10:28:00,8.0,526.2,341.5,1
32,男性,174.9,67.4,2023-08-22 22:16:00,18.7,491.9,712.2,1
24,男性,167.8,62.1,2023-08-22 22:09:00,4.4,386.9,400.3,1
73,男性,174.0,66.8,2023-08-22 01:15:00,22.2,421.1,616.5,1
34,男性,169.9,63.9,2023-08-22 08:13:00,9.6,712.0,725.5,1
71,女性,155.3,53.7,2023-08-22 21:53:00,4.6,684.4,793.4,0
57,男性,173.8,66.5,2023-08-22 23:48:00,3.8,442.2,395.9,1
25,男性,165.2,60.9,2023-08-22 13:14:00,18.8,423.0,739.4,1
55,男性,172.6,65.6,2023-08-22 14:48:00,14.8,505.1,793.7,1
44,女性,156.2,54.2,2023-08-22 09:02:00,11.5,569.3,657.1,1
76,男性,172.2,65.5,2023-08-22 11:46:00,5.5,435.3,367.7,1
72,男性,172.1,66.0,2023-08-22 09:35:00,19.9,750.9,786.8,1
52,男性,173.0,66.4,2023-08-22 09:59:00,11.5,616.4,631.7,1
20,女性,164.6,60.4,2023-08-22 11:11:00,18.4,717.8,715.0,1
66,女性,161.2,57.8,2023-08-22 21:21:00,1.4,757.4,722.7,0
