年齢,性別,身長,体重
23,女性,154.1,52.242982
40,女性,159.3,55.82827800000001
30,男性,167.8,61.94504800000001
68,女性,156.9,54.158742000000004
72,男性,170.8,64.17980800000001
37,男性,168.7,62.61131799999999
73,男性,172.9,65.767702
28,女性,156.9,54.158742000000004
21,男性,171.6,64.782432
18,男性,174.0,66.6072
61,女性,155.5,53.19655
79,男性,167.7,61.87123799999999
27,女性,160.7,56.81387799999999
68,男性,172.3,65.31203800000002
77,男性,169.4,63.131992000000004
29,女性,154.0,52.1752
69,女性,159.1,55.688182
54,男性,170.4,63.879552000000004
25,女性,159.2,55.758207999999996
78,男性,167.5,61.72375
48,女性,158.1,54.99034199999999
67,男性,168.8,62.685568
37,女性,159.0,55.6182
39,女性,158.8,55.478368
54,女性,160.2,56.46088799999999
62,男性,174.3,66.83707800000002
60,男性,168.6,62.537112
67,女性,156.2,53.676567999999996
52,男性,170.3,63.80459800000001
70,女性,160.0,56.32
42,男性,172.0,65.0848
37,男性,173.8,66.45416800000001
34,男性,165.2,60.04028799999999
74,女性,154.7,52.650597999999995
69,男性,165.2,60.04028799999999
79,女性,158.0,54.9208
53,女性,158.9,55.54826200000001
41,男性,166.1,60.696262
28,女性,155.1,52.923221999999996
42,女性,155.5,53.19655
70,女性,158.1,54.99034199999999
80,女性,157.1,54.296902
21,女性,155.8,53.40200800000001
64,女性,156.1,53.607862
29,女性,156.8,54.089728000000015
53,女性,159.0,55.6182
29,男性,174.2,66.760408
79,女性,159.1,55.688182
21,男性,165.8,60.477208000000005
62,女性,157.8,54.78184800000001
78,男性,173.3,66.07235800000001
70,女性,160.1,56.390421999999994
43,女性,160.7,56.81387799999999
62,男性,166.7,61.135557999999996
78,男性,173.0,65.8438
61,女性,157.7,54.71243799999999
41,男性,168.3,62.314758000000005
44,女性,157.9,54.851302000000004
24,男性,167.5,61.72375
76,男性,166.9,61.28234200000001
32,女性,159.6,56.038752
57,男性,167.0,61.3558
28,男性,168.0,62.0928
20,女性,157.8,54.78184800000001
52,女性,155.2,52.99148799999999
34,男性,165.2,60.04028799999999
25,男性,165.2,60.04028799999999
55,女性,155.0,52.855
25,男性,173.4,66.148632
58,女性,154.2,52.31080799999999
50,男性,174.1,66.683782
18,男性,167.9,62.018902000000004
28,女性,159.8,56.179288000000014
49,女性,160.0,56.32
41,女性,154.7,52.650597999999995
79,男性,173.1,65.91994199999999
74,男性,170.2,63.72968799999999
56,女性,158.8,55.478368
24,女性,154.5,52.51455
30,男性,172.3,65.31203800000002
44,男性,170.4,63.879552000000004
51,男性,167.9,62.018902000000004
58,男性,167.5,61.72375
26,女性,158.7,55.408517999999994
57,男性,172.0,65.0848
67,男性,167.9,62.018902000000004
69,女性,160.6,56.74319199999999
50,男性,166.1,60.696262
44,男性,173.0,65.8438
44,男性,174.9,67.298022
29,男性,172.1,65.16050200000001
19,女性,156.2,53.676567999999996
29,女性,159.5,55.96855
26,女性,155.6,53.26499199999999
27,男性,167.6,61.797472
76,男性,174.9,67.298022
74,女性,154.3,52.378678000000015
43,女性,156.9,54.158742000000004
74,女性,160.2,56.46088799999999
67,女性,160.7,56.81387799999999
62,男性,169.4,63.131992000000004
59,男性,173.8,66.45416800000001
61,女性,160.4,56.601952000000004
65,女性,160.2,56.46088799999999
36,男性,173.5,66.22495
32,男性,166.0,60.6232
61,女性,155.7,53.33347799999999
64,男性,169.1,62.908581999999996
74,男性,173.1,65.91994199999999
66,男性,165.7,60.40427799999999
18,男性,173.5,66.22495
47,女性,159.3,55.82827800000001
65,男性,174.2,66.760408
72,女性,156.9,54.158742000000004
69,女性,159.8,56.179288000000014
80,男性,166.0,60.6232
73,女性,154.3,52.378678000000015
37,男性,171.0,64.3302
51,女性,159.4,55.898392
46,女性,159.8,56.179288000000014
49,女性,155.5,53.19655
69,男性,168.5,62.46295
52,女性,156.4,53.81411200000001
47,女性,161.0,57.0262
38,男性,168.2,62.24072799999999
25,女性,158.2,55.05992799999999
19,男性,172.3,65.31203800000002
74,女性,158.0,54.9208
29,男性,172.3,65.31203800000002
30,女性,154.7,52.650597999999995
37,女性,160.1,56.390421999999994
19,女性,160.7,56.81387799999999
62,女性,157.5,54.57375
45,女性,154.4,52.446592
54,女性,158.6,55.338712
46,女性,156.8,54.089728000000015
39,男性,170.1,63.654821999999996
72,女性,156.7,54.020757999999994
64,女性,154.2,52.31080799999999
35,男性,170.9,64.25498200000001
54,女性,157.2,54.366048
47,男性,168.0,62.0928
74,女性,159.7,56.108998
33,男性,172.4,65.38787200000002
56,男性,169.1,62.908581999999996
66,男性,166.0,60.6232
37,女性,159.8,56.179288000000014
34,男性,165.4,60.185752
73,男性,170.2,63.72968799999999
63,男性,168.4,62.38883200000001
73,男性,169.3,63.05747800000002
23,男性,174.2,66.760408
21,男性,165.2,60.04028799999999
52,女性,157.7,54.71243799999999
67,女性,155.8,53.40200800000001
53,男性,171.9,65.009142
52,男性,167.2,61.502848
72,女性,154.5,52.51455
65,女性,160.8,56.88460800000001
18,女性,159.6,56.038752
80,女性,159.6,56.038752
75,男性,173.5,66.22495
54,女性,158.6,55.338712
74,男性,165.8,60.477208000000005
42,男性,165.8,60.477208000000005
47,女性,160.9,56.95538200000001
80,男性,173.3,66.07235800000001
76,男性,170.0,63.58
48,男性,169.5,63.20655
74,男性,171.0,64.3302
34,男性,169.9,63.50522200000001
51,女性,159.6,56.038752
31,男性,169.7,63.355798
47,女性,160.6,56.74319199999999
51,女性,158.0,54.9208
22,男性,167.9,62.018902000000004
56,男性,168.0,62.0928
54,男性,171.3,64.55611800000001
73,男性,165.6,60.331391999999994
50,男性,171.0,64.3302
18,女性,154.3,52.378678000000015
68,女性,159.0,55.6182
73,女性,154.4,52.446592
43,男性,165.8,60.477208000000005
45,女性,160.4,56.601952000000004
31,女性,157.3,54.43523800000001
77,女性,158.3,55.12955800000001
46,女性,157.6,54.643072
58,男性,174.9,67.298022
47,男性,169.0,62.8342
62,男性,173.8,66.45416800000001
67,男性,166.1,60.696262
33,女性,156.9,54.158742000000004
57,男性,166.6,61.062231999999995
60,男性,166.8,61.208928000000014
75,男性,173.2,65.99612799999998
26,女性,159.8,56.179288000000014
69,男性,165.4,60.185752
69,男性,172.5,65.46375
25,女性,160.0,56.32
55,男性,171.9,65.009142
23,男性,166.4,60.91571200000001
51,女性,157.1,54.296902
55,男性,173.0,65.8438
42,男性,170.2,63.72968799999999
25,男性,165.1,59.967622
52,女性,160.6,56.74319199999999
48,男性,171.9,65.009142
32,男性,173.4,66.148632
67,男性,171.1,64.405462
77,男性,165.7,60.40427799999999
55,女性,154.7,52.650597999999995
42,女性,155.0,52.855
28,女性,155.3,53.05979800000001
65,女性,156.7,54.020757999999994
49,女性,159.5,55.96855
56,女性,160.8,56.88460800000001
49,男性,174.0,66.6072
63,女性,156.0,53.5392
54,男性,169.1,62.908581999999996
24,女性,158.1,54.99034199999999
26,男性,167.2,61.502848
76,男性,165.0,59.895
71,男性,166.4,60.91571200000001
71,男性,168.3,62.314758000000005
54,女性,156.3,53.745318000000005
19,女性,156.8,54.089728000000015
66,女性,157.9,54.851302000000004
65,男性,171.4,64.63151200000001
74,女性,155.4,53.128152
32,男性,169.1,62.908581999999996
21,男性,169.3,63.05747800000002
24,男性,165.3,60.11299800000001
21,男性,171.9,65.009142
50,男性,167.0,61.3558
38,女性,157.3,54.43523800000001
38,男性,174.9,67.298022
33,男性,165.5,60.25855
52,女性,159.0,55.6182
79,男性,168.2,62.24072799999999
33,女性,160.5,56.67255
50,男性,168.8,62.685568
57,男性,170.1,63.654821999999996
44,女性,157.4,54.50447200000001
34,男性,171.5,64.70695
19,女性,159.2,55.758207999999996
67,女性,155.0,52.855
70,男性,169.5,63.20655
55,女性,156.7,54.020757999999994
69,女性,155.6,53.26499199999999
58,男性,172.0,65.0848
72,男性,166.1,60.696262
43,女性,160.2,56.46088799999999
72,女性,158.2,55.05992799999999
49,女性,156.9,54.158742000000004
79,女性,159.5,55.96855
25,男性,169.4,63.131992000000004
45,女性,157.2,54.366048
26,女性,160.0,56.32
73,男性,168.1,62.16674199999999
27,女性,154.8,52.718688000000014
55,男性,167.5,61.72375
79,女性,157.7,54.71243799999999
25,男性,166.7,61.135557999999996
74,男性,171.6,64.782432
76,女性,155.8,53.40200800000001
41,女性,154.5,52.51455
26,女性,160.1,56.390421999999994
18,男性,171.4,64.63151200000001
48,女性,157.2,54.366048
76,女性,155.7,53.33347799999999
18,男性,172.8,65.69164800000001
19,男性,173.3,66.07235800000001
34,男性,167.1,61.429302
57,男性,169.2,62.983008
78,男性,168.2,62.24072799999999
64,女性,157.7,54.71243799999999
44,男性,171.5,64.70695
67,女性,158.5,55.26895
35,女性,158.6,55.338712
19,男性,169.6,63.281152
68,女性,160.5,56.67255
54,男性,174.1,66.683782
35,男性,167.1,61.429302
79,女性,160.0,56.32
53,男性,166.9,61.28234200000001
36,女性,158.4,55.19923200000001
49,女性,157.0,54.2278
37,男性,173.6,66.301312
71,男性,172.8,65.69164800000001
44,女性,160.2,56.46088799999999
39,男性,174.8,67.22108800000001
42,男性,165.1,59.967622
28,男性,165.3,60.11299800000001
29,男性,165.0,59.895
24,男性,167.7,61.87123799999999
60,男性,171.5,64.70695
49,女性,156.6,53.951831999999996
70,男性,171.9,65.009142
59,女性,155.8,53.40200800000001
69,女性,159.8,56.179288000000014
47,男性,169.0,62.8342
24,女性,160.4,56.601952000000004
78,男性,165.2,60.04028799999999
63,男性,171.6,64.782432
33,女性,160.8,56.88460800000001
46,女性,159.7,56.108998
54,男性,165.4,60.185752
42,女性,158.8,55.478368
69,男性,165.5,60.25855
54,女性,157.6,54.643072
19,男性,168.6,62.537112
23,女性,161.0,57.0262
74,女性,155.1,52.923221999999996
45,女性,160.9,56.95538200000001
29,男性,167.9,62.018902000000004
18,男性,165.5,60.25855
21,男性,174.6,67.06735199999999
36,男性,171.2,64.480768
80,女性,155.8,53.40200800000001
62,男性,169.7,63.355798
74,男性,174.0,66.6072
48,女性,155.7,53.33347799999999
35,女性,154.3,52.378678000000015
58,女性,158.7,55.408517999999994
34,男性,165.5,60.25855
71,男性,173.6,66.301312
48,男性,172.3,65.31203800000002
75,男性,165.5,60.25855
66,男性,168.5,62.46295
58,男性,169.8,63.43048800000001
77,女性,158.8,55.478368
67,男性,173.5,66.22495
58,女性,159.0,55.6182
23,男性,169.6,63.281152
63,女性,160.8,56.88460800000001
42,女性,158.0,54.9208
68,男性,165.9,60.55018200000001
75,女性,154.6,52.582552
79,女性,158.3,55.12955800000001
50,男性,172.2,65.236248
44,女性,154.1,52.242982
64,男性,168.2,62.24072799999999
63,女性,160.9,56.95538200000001
36,男性,165.2,60.04028799999999
77,男性,173.3,66.07235800000001
64,男性,166.2,60.76936799999999
65,女性,154.8,52.718688000000014
73,女性,157.8,54.78184800000001
75,女性,156.3,53.745318000000005
59,女性,157.3,54.43523800000001
74,女性,157.5,54.57375
22,男性,165.9,60.55018200000001
48,女性,155.6,53.26499199999999
75,女性,154.7,52.650597999999995
58,男性,166.5,60.98895
72,男性,169.2,62.983008
30,女性,160.9,56.95538200000001
52,女性,156.0,53.5392
79,男性,167.6,61.797472
75,男性,166.3,60.842518000000005
76,男性,173.8,66.45416800000001
67,女性,158.3,55.12955800000001
37,男性,168.4,62.38883200000001
57,男性,169.5,63.20655
67,女性,160.7,56.81387799999999
27,男性,166.6,61.062231999999995
75,男性,171.8,64.93352800000001
34,女性,155.0,52.855
34,女性,154.9,52.78682200000001
74,女性,160.7,56.81387799999999
64,男性,171.8,64.93352800000001
59,女性,159.3,55.82827800000001
66,女性,156.1,53.607862
40,女性,159.9,56.24962200000001
37,女性,160.5,56.67255
63,女性,159.3,55.82827800000001
33,男性,174.6,67.06735199999999
30,女性,159.8,56.179288000000014
31,男性,168.2,62.24072799999999
34,女性,158.5,55.26895
19,男性,169.7,63.355798
77,男性,167.6,61.797472
18,女性,154.8,52.718688000000014
80,男性,165.9,60.55018200000001
61,女性,158.0,54.9208
50,男性,173.7,66.37771799999999
61,女性,155.3,53.05979800000001
30,女性,154.7,52.650597999999995
42,女性,161.0,57.0262
27,女性,154.2,52.31080799999999
55,男性,165.5,60.25855
27,女性,157.3,54.43523800000001
60,男性,169.5,63.20655
57,女性,157.8,54.78184800000001
71,男性,174.4,66.913792
63,男性,171.7,64.857958
62,女性,158.4,55.19923200000001
27,男性,169.5,63.20655
67,男性,169.8,63.43048800000001
29,男性,172.8,65.69164800000001
29,男性,169.4,63.131992000000004
58,女性,159.0,55.6182
75,男性,166.3,60.842518000000005
70,男性,174.4,66.913792
25,男性,174.2,66.760408
72,男性,172.9,65.767702
57,女性,155.5,53.19655
28,女性,159.5,55.96855
53,男性,166.1,60.696262
69,男性,170.7,64.10467799999999
28,男性,166.5,60.98895
75,男性,171.9,65.009142
80,女性,156.9,54.158742000000004
42,男性,168.5,62.46295
73,男性,168.5,62.46295
19,男性,173.3,66.07235800000001
36,男性,165.3,60.11299800000001
29,女性,160.5,56.67255
60,男性,168.2,62.24072799999999
26,男性,166.1,60.696262
21,女性,154.2,52.31080799999999
36,女性,155.4,53.128152
77,男性,165.1,59.967622
76,女性,154.8,52.718688000000014
75,男性,169.3,63.05747800000002
20,男性,168.9,62.75986200000001
22,男性,167.4,61.65007200000001
62,女性,158.1,54.99034199999999
27,男性,174.1,66.683782
25,男性,168.2,62.24072799999999
68,女性,160.7,56.81387799999999
48,男性,167.9,62.018902000000004
75,男性,168.5,62.46295
61,女性,160.9,56.95538200000001
38,女性,154.2,52.31080799999999
68,男性,171.4,64.63151200000001
78,男性,173.0,65.8438
62,女性,158.2,55.05992799999999
18,男性,168.7,62.61131799999999
56,男性,168.4,62.38883200000001
37,男性,165.1,59.967622
73,男性,170.3,63.80459800000001
29,女性,156.4,53.81411200000001
46,女性,156.9,54.158742000000004
55,女性,155.0,52.855
18,女性,155.8,53.40200800000001
43,男性,173.5,66.22495
24,男性,165.2,60.04028799999999
51,女性,160.2,56.46088799999999
69,男性,167.6,61.797472
58,男性,174.9,67.298022
71,女性,157.3,54.43523800000001
39,男性,166.1,60.696262
34,男性,172.0,65.0848
39,男性,174.7,67.144198
53,男性,174.1,66.683782
62,男性,170.3,63.80459800000001
27,女性,154.9,52.78682200000001
39,男性,169.0,62.8342
43,女性,159.3,55.82827800000001
46,女性,155.2,52.99148799999999
43,男性,172.3,65.31203800000002
24,女性,158.8,55.478368
63,男性,167.0,61.3558
73,女性,156.9,54.158742000000004
43,女性,159.9,56.24962200000001
72,女性,159.7,56.108998
61,男性,165.3,60.11299800000001
55,男性,167.2,61.502848
57,男性,165.1,59.967622
38,女性,156.2,53.676567999999996
76,男性,165.7,60.40427799999999
28,男性,169.6,63.281152
77,女性,155.4,53.128152
61,女性,158.0,54.9208
50,女性,157.5,54.57375
68,男性,167.6,61.797472
71,女性,155.3,53.05979800000001
29,女性,160.7,56.81387799999999
65,男性,168.0,62.0928
56,男性,165.7,60.40427799999999
46,男性,173.7,66.37771799999999
64,女性,155.9,53.47058200000001
20,男性,167.7,61.87123799999999
52,男性,174.9,67.298022
76,女性,155.5,53.19655
64,男性,167.0,61.3558
65,女性,158.1,54.99034199999999
74,女性,156.2,53.676567999999996
68,女性,160.2,56.46088799999999
63,男性,166.4,60.91571200000001
51,男性,165.3,60.11299800000001
25,女性,159.6,56.038752
67,女性,158.1,54.99034199999999
41,女性,156.7,54.020757999999994
75,男性,168.4,62.38883200000001
76,女性,156.4,53.81411200000001
19,男性,169.9,63.50522200000001
69,女性,159.7,56.108998
68,女性,155.2,52.99148799999999
49,女性,158.1,54.99034199999999
27,女性,158.3,55.12955800000001
47,女性,160.1,56.390421999999994
67,男性,173.5,66.22495
79,女性,157.0,54.2278
66,男性,165.7,60.40427799999999
65,女性,154.5,52.51455
21,女性,160.2,56.46088799999999
47,男性,170.2,63.72968799999999
73,男性,169.1,62.908581999999996
55,男性,167.5,61.72375
49,男性,168.2,62.24072799999999
46,男性,171.8,64.93352800000001
73,男性,173.2,65.99612799999998
69,男性,166.6,61.062231999999995
53,男性,173.9,66.530662
41,男性,173.8,66.45416800000001
58,男性,167.2,61.502848
64,男性,170.4,63.879552000000004
29,男性,165.7,60.40427799999999
28,女性,160.3,56.53139800000001
77,男性,165.1,59.967622
40,女性,160.5,56.67255
20,男性,169.9,63.50522200000001
27,男性,172.5,65.46375
71,男性,165.0,59.895
74,男性,167.0,61.3558
26,男性,167.7,61.87123799999999
66,男性,168.7,62.61131799999999
69,男性,174.2,66.760408
43,男性,169.1,62.908581999999996
58,女性,154.6,52.582552
28,男性,171.3,64.55611800000001
34,女性,158.5,55.26895
52,男性,174.1,66.683782
28,女性,160.6,56.74319199999999
70,男性,174.4,66.913792
45,女性,160.1,56.390421999999994
18,男性,171.9,65.009142
31,女性,155.6,53.26499199999999
71,男性,173.1,65.91994199999999
50,女性,156.3,53.745318000000005
32,男性,170.4,63.879552000000004
63,女性,158.7,55.408517999999994
23,女性,160.4,56.601952000000004
75,女性,158.6,55.338712
69,女性,158.8,55.478368
28,男性,172.1,65.16050200000001
24,女性,156.0,53.5392
55,女性,154.8,52.718688000000014
56,女性,154.1,52.242982
22,男性,170.2,63.72968799999999
60,女性,155.9,53.47058200000001
22,女性,159.4,55.898392
37,女性,159.7,56.108998
49,女性,156.2,53.676567999999996
34,男性,174.9,67.298022
66,男性,175.0,67.375
57,男性,169.2,62.983008
30,女性,157.9,54.851302000000004
45,女性,157.1,54.296902
18,男性,169.5,63.20655
72,女性,155.8,53.40200800000001
70,男性,172.1,65.16050200000001
29,男性,171.5,64.70695
22,女性,160.3,56.53139800000001
51,女性,154.9,52.78682200000001
58,女性,154.9,52.78682200000001
33,男性,170.1,63.654821999999996
50,男性,168.1,62.16674199999999
29,女性,154.8,52.718688000000014
47,女性,160.1,56.390421999999994
56,男性,171.1,64.405462
18,男性,174.9,67.298022
19,男性,168.7,62.61131799999999
57,男性,167.1,61.429302
65,男性,165.9,60.55018200000001
44,男性,170.1,63.654821999999996
64,男性,171.4,64.63151200000001
78,女性,160.6,56.74319199999999
26,女性,158.9,55.54826200000001
42,男性,169.8,63.43048800000001
79,男性,165.6,60.331391999999994
65,男性,173.8,66.45416800000001
67,女性,157.4,54.50447200000001
46,女性,156.6,53.951831999999996
61,女性,158.0,54.9208
29,女性,160.6,56.74319199999999
18,男性,171.4,64.63151200000001
19,男性,173.5,66.22495
27,男性,173.9,66.530662
24,男性,170.4,63.879552000000004
65,男性,168.1,62.16674199999999
45,男性,174.5,66.99055
55,女性,157.1,54.296902
64,女性,158.0,54.9208
46,男性,170.5,63.95455
22,女性,158.4,55.19923200000001
59,女性,156.3,53.745318000000005
27,女性,156.1,53.607862
23,男性,171.2,64.480768
28,男性,169.8,63.43048800000001
44,女性,157.7,54.71243799999999
60,男性,171.7,64.857958
68,女性,158.7,55.408517999999994
30,男性,170.2,63.72968799999999
58,男性,170.9,64.25498200000001
61,男性,168.7,62.61131799999999
21,女性,157.3,54.43523800000001
75,女性,155.1,52.923221999999996
68,女性,155.6,53.26499199999999
63,男性,169.3,63.05747800000002
72,女性,158.8,55.478368
78,女性,159.2,55.758207999999996
73,男性,174.6,67.06735199999999
58,女性,157.4,54.50447200000001
77,女性,156.5,53.88295
72,男性,171.0,64.3302
62,男性,173.9,66.530662
35,男性,174.7,67.144198
62,男性,169.5,63.20655
45,女性,155.5,53.19655
56,女性,158.6,55.338712
78,女性,160.1,56.390421999999994
29,男性,166.3,60.842518000000005
25,男性,165.8,60.477208000000005
73,女性,160.6,56.74319199999999
21,女性,156.5,53.88295
62,女性,160.9,56.95538200000001
77,女性,157.9,54.851302000000004
77,男性,170.6,64.029592
40,男性,167.4,61.65007200000001
70,男性,171.3,64.55611800000001
74,女性,157.8,54.78184800000001
24,男性,169.5,63.20655
75,男性,169.8,63.43048800000001
27,男性,171.9,65.009142
59,男性,165.4,60.185752
61,男性,170.5,63.95455
77,男性,165.5,60.25855
62,男性,172.6,65.539672
70,女性,160.5,56.67255
29,男性,171.9,65.009142
52,女性,158.7,55.408517999999994
31,女性,156.6,53.951831999999996
57,男性,171.0,64.3302
78,女性,154.9,52.78682200000001
26,女性,154.4,52.446592
28,男性,174.5,66.99055
64,女性,156.3,53.745318000000005
72,女性,160.7,56.81387799999999
56,男性,165.1,59.967622
55,男性,167.8,61.94504800000001
64,男性,168.0,62.0928
28,女性,156.0,53.5392
41,男性,172.0,65.0848
75,女性,155.0,52.855
20,男性,167.5,61.72375
22,男性,168.7,62.61131799999999
28,男性,171.6,64.782432
53,女性,154.0,52.1752
52,男性,174.0,66.6072
68,男性,174.2,66.760408
28,女性,154.5,52.51455
53,男性,166.5,60.98895
27,女性,154.6,52.582552
75,女性,158.7,55.408517999999994
62,女性,155.2,52.99148799999999
41,男性,172.4,65.38787200000002
70,男性,169.3,63.05747800000002
45,女性,158.8,55.478368
33,男性,167.3,61.57643800000001
57,女性,154.7,52.650597999999995
38,女性,157.8,54.78184800000001
46,男性,167.6,61.797472
52,男性,167.7,61.87123799999999
29,女性,155.5,53.19655
64,女性,159.3,55.82827800000001
33,女性,156.1,53.607862
54,男性,170.6,64.029592
60,女性,155.0,52.855
43,男性,170.4,63.879552000000004
47,女性,157.3,54.43523800000001
44,女性,156.7,54.020757999999994
45,女性,155.3,53.05979800000001
23,男性,167.0,61.3558
18,男性,172.5,65.46375
22,女性,157.2,54.366048
32,女性,155.7,53.33347799999999
76,女性,156.3,53.745318000000005
73,男性,170.0,63.58
42,男性,167.6,61.797472
59,女性,157.9,54.851302000000004
49,男性,171.4,64.63151200000001
47,男性,172.9,65.767702
44,男性,173.4,66.148632
28,女性,158.4,55.19923200000001
67,女性,158.2,55.05992799999999
18,男性,168.1,62.16674199999999
18,男性,165.6,60.331391999999994
39,男性,172.8,65.69164800000001
36,男性,166.1,60.696262
54,男性,169.8,63.43048800000001
69,男性,171.5,64.70695
39,女性,154.0,52.1752
55,男性,170.3,63.80459800000001
57,男性,173.7,66.37771799999999
35,女性,159.1,55.688182
56,女性,157.5,54.57375
51,男性,166.7,61.135557999999996
32,女性,159.1,55.688182
33,男性,170.8,64.17980800000001
54,女性,157.9,54.851302000000004
71,男性,166.9,61.28234200000001
46,男性,167.1,61.429302
63,男性,166.5,60.98895
49,男性,165.5,60.25855
47,女性,154.5,52.51455
72,男性,170.2,63.72968799999999
35,男性,174.0,66.6072
76,女性,156.1,53.607862
66,女性,160.2,56.46088799999999
35,女性,158.1,54.99034199999999
37,女性,155.9,53.47058200000001
68,男性,167.5,61.72375
37,女性,158.8,55.478368
20,男性,174.6,67.06735199999999
51,男性,167.6,61.797472
60,男性,166.7,61.135557999999996
29,男性,167.0,61.3558
70,男性,171.1,64.405462
21,女性,159.9,56.24962200000001
41,女性,154.1,52.242982
75,女性,156.6,53.951831999999996
31,男性,170.7,64.10467799999999
71,男性,172.4,65.38787200000002
68,女性,158.8,55.478368
23,男性,165.2,60.04028799999999
44,女性,155.3,53.05979800000001
80,男性,169.9,63.50522200000001
26,女性,160.6,56.74319199999999
21,女性,158.3,55.12955800000001
54,女性,160.1,56.390421999999994
50,女性,155.1,52.923221999999996
39,男性,174.8,67.22108800000001
36,男性,173.8,66.45416800000001
78,女性,155.6,53.26499199999999
80,男性,166.3,60.842518000000005
18,男性,168.0,62.0928
44,女性,156.6,53.951831999999996
36,女性,154.4,52.446592
77,女性,160.0,56.32
67,女性,154.8,52.718688000000014
48,男性,174.1,66.683782
72,男性,171.1,64.405462
32,女性,156.5,53.88295
79,女性,155.5,53.19655
30,男性,165.1,59.967622
41,男性,173.6,66.301312
32,男性,167.5,61.72375
40,女性,156.5,53.88295
76,女性,156.3,53.745318000000005
66,男性,170.6,64.029592
44,男性,174.1,66.683782
29,男性,174.1,66.683782
19,女性,158.8,55.478368
47,男性,172.9,65.767702
78,女性,161.0,57.0262
18,女性,154.8,52.718688000000014
37,男性,165.3,60.11299800000001
63,男性,172.2,65.236248
24,女性,157.1,54.296902
53,男性,172.1,65.16050200000001
49,女性,160.7,56.81387799999999
68,男性,169.9,63.50522200000001
39,男性,171.3,64.55611800000001
52,男性,174.0,66.6072
50,女性,160.9,56.95538200000001
20,女性,156.9,54.158742000000004
20,男性,174.7,67.144198
67,女性,158.2,55.05992799999999
58,男性,171.1,64.405462
44,男性,165.5,60.25855
29,女性,154.7,52.650597999999995
57,女性,159.6,56.038752
36,男性,169.8,63.43048800000001
73,男性,167.4,61.65007200000001
80,女性,159.4,55.898392
40,男性,166.9,61.28234200000001
72,女性,159.7,56.108998
52,女性,155.9,53.47058200000001
45,男性,170.0,63.58
54,女性,160.7,56.81387799999999
33,女性,154.5,52.51455
74,女性,155.6,53.26499199999999
19,女性,157.2,54.366048
73,女性,155.4,53.128152
48,女性,159.6,56.038752
71,男性,170.6,64.029592
18,女性,156.5,53.88295
48,女性,156.9,54.158742000000004
58,男性,168.7,62.61131799999999
63,女性,156.5,53.88295
39,女性,155.9,53.47058200000001
32,男性,166.9,61.28234200000001
79,女性,156.0,53.5392
27,男性,169.2,62.983008
26,男性,169.0,62.8342
59,女性,158.5,55.26895
29,男性,166.1,60.696262
33,女性,156.3,53.745318000000005
22,女性,156.3,53.745318000000005
67,男性,170.6,64.029592
75,女性,160.9,56.95538200000001
46,女性,160.2,56.46088799999999
53,女性,159.2,55.758207999999996
27,男性,173.1,65.91994199999999
66,男性,173.1,65.91994199999999
67,男性,173.2,65.99612799999998
27,男性,170.6,64.029592
63,女性,160.5,56.67255
58,女性,157.8,54.78184800000001
35,女性,156.4,53.81411200000001
67,男性,168.3,62.314758000000005
69,女性,156.2,53.676567999999996
76,男性,170.0,63.58
58,男性,170.3,63.80459800000001
29,女性,159.7,56.108998
44,男性,168.8,62.685568
76,男性,173.5,66.22495
37,男性,170.5,63.95455
52,女性,157.5,54.57375
68,男性,172.8,65.69164800000001
52,男性,166.1,60.696262
42,女性,157.2,54.366048
72,男性,165.0,59.895
56,男性,174.7,67.144198
77,男性,168.9,62.75986200000001
26,女性,159.5,55.96855
38,男性,165.2,60.04028799999999
34,男性,166.3,60.842518000000005
79,男性,166.3,60.842518000000005
72,男性,174.6,67.06735199999999
53,女性,160.6,56.74319199999999
57,男性,170.9,64.25498200000001
46,男性,174.5,66.99055
67,男性,173.6,66.301312
45,男性,174.4,66.913792
24,女性,155.8,53.40200800000001
43,男性,168.2,62.24072799999999
65,男性,167.3,61.57643800000001
55,女性,160.9,56.95538200000001
36,女性,158.4,55.19923200000001
40,男性,173.4,66.148632
18,女性,155.5,53.19655
41,男性,165.8,60.477208000000005
33,男性,168.3,62.314758000000005
19,女性,160.3,56.53139800000001
80,女性,158.5,55.26895
36,男性,167.7,61.87123799999999
75,男性,170.2,63.72968799999999
52,男性,167.7,61.87123799999999
37,女性,159.3,55.82827800000001
42,女性,159.5,55.96855
29,女性,155.5,53.19655
25,女性,156.7,54.020757999999994
27,女性,156.0,53.5392
70,女性,160.2,56.46088799999999
53,男性,168.5,62.46295
61,女性,160.8,56.88460800000001
79,女性,155.6,53.26499199999999
41,男性,170.6,64.029592
64,女性,157.9,54.851302000000004
48,女性,155.6,53.26499199999999
36,女性,154.5,52.51455
46,男性,165.0,59.895
70,男性,165.9,60.55018200000001
34,男性,174.1,66.683782
29,男性,169.1,62.908581999999996
18,女性,156.8,54.089728000000015
40,男性,174.8,67.22108800000001
50,女性,159.3,55.82827800000001
31,女性,158.7,55.408517999999994
39,男性,165.6,60.331391999999994
62,女性,160.8,56.88460800000001
35,女性,155.2,52.99148799999999
35,男性,171.2,64.480768
43,女性,159.8,56.179288000000014
23,男性,168.4,62.38883200000001
30,男性,170.8,64.17980800000001
60,女性,157.3,54.43523800000001
48,男性,166.9,61.28234200000001
33,男性,165.0,59.895
